idA	idB	O	OHA	OHB	OLA	OLB	K
53901	1050	N	58	60	191	191	0
53901	64087	N	-78	-76	173	173	3
53901	81144	N	34	35	215	215	3
53901	68458	N	50	49	199	199	3
53901	86421	N	166	168	83	83	1
53901	104374	N	115	117	134	134	2
53901	55291	N	-214	-212	37	37	0
79055	33871	N	187	186	64	64	1
79055	103321	N	-12	-12	239	239	2
79055	64608	N	134	134	117	117	0
79055	41197	N	147	147	104	104	2
79055	72803	N	76	75	175	175	2
79055	6241	N	-38	-39	212	212	2
74316	59136	N	-119	-118	132	132	2
74316	19876	N	113	113	137	137	0
74316	93263	N	-12	-11	239	239	1
74316	27333	N	-11	-10	240	240	3
74316	25121	N	0	1	250	250	1
74316	73605	N	-119	-118	132	132	1
74316	1914	N	47	48	203	203	2
74316	104275	N	-3	-6	244	244	1
74316	29779	N	-119	-118	132	132	1
74316	31383	N	-42	-41	209	209	1
74316	72494	N	-165	-166	84	84	1
74316	6721	N	-46	-45	205	205	2
74316	68961	N	83	84	167	167	0
74316	67365	N	-5	-4	246	246	3
37143	31540	N	99	98	152	152	0
37143	58828	N	-16	-16	235	235	0
37143	20503	N	76	75	175	175	3
37143	66381	N	51	50	200	200	4
79994	81860	N	-167	-168	83	83	0
79994	39362	N	-7	-8	243	243	4
79994	104512	N	-78	-80	171	171	0
79994	32037	N	39	38	212	212	2
79994	60409	N	40	40	211	211	2
79994	25339	N	2	2	249	249	1
20961	33871	N	78	78	172	172	1
20961	93441	N	0	0	250	250	0
20961	47882	N	16	17	234	234	1
20961	41197	N	38	39	212	212	1
20961	102554	N	-38	-37	213	213	2
20961	41315	N	-40	-41	209	209	1
20961	58349	N	126	125	124	124	0
20961	9044	N	-161	-160	90	90	0
20961	77848	N	-9	-8	242	242	0
20961	11362	N	0	0	250	250	0
20961	38168	N	142	142	108	108	1
52229	70531	N	-29	-29	222	222	4
52229	73062	N	-30	-30	221	221	3
52229	106899	N	-223	-223	28	28	0
52229	89644	N	45	45	206	206	3
52229	32505	N	-223	-223	28	28	0
52229	100294	N	-55	-56	195	195	3
52229	29087	N	-181	-181	70	70	0
52229	21141	N	6	6	245	245	1
52229	89533	N	137	137	114	114	1
52229	80224	N	99	98	152	152	3
52229	55804	N	-183	-183	68	68	0
52229	565	N	-117	-117	134	134	1
52229	2579	N	45	44	206	206	2
52229	7138	N	-223	-223	28	28	0
52229	40806	N	-184	-184	67	67	1
52229	53149	N	30	30	221	221	4
81860	39362	N	160	160	90	90	0
81860	104512	N	89	88	161	161	2
81860	93263	N	194	195	56	56	1
81860	85862	N	-150	-149	101	101	0
81860	72082	N	-86	-85	165	165	3
81860	25339	N	169	170	81	81	0
81860	75410	N	-213	-212	38	38	0
34198	33497	N	-149	-150	101	101	1
34198	52523	N	94	94	157	157	0
34198	48352	N	-199	-199	52	52	0
34198	72619	N	-119	-119	132	132	1
34198	1539	N	115	113	136	136	0
1011	7749	N	112	112	139	139	0
1011	33150	N	-149	-150	101	101	0
1011	102717	N	-101	-101	150	150	0
1011	21017	N	-107	-107	144	144	2
4945	90480	N	-174	-173	77	77	0
4945	101112	N	11	11	239	239	1
4945	55612	N	-171	-170	80	80	0
4945	7502	N	85	72	165	165	3
4945	11918	N	213	213	37	37	0
88935	71780	N	143	143	108	108	0
88935	66634	N	-54	-55	196	196	1
88935	76029	N	164	160	87	87	0
9422	4221	N	-37	-36	214	214	1
9422	82250	N	-160	-159	91	91	0
9422	78956	N	-133	-132	118	118	0
9422	20962	N	-218	-218	32	32	0
78317	51785	N	-218	-218	33	33	0
78317	91628	N	-149	-149	102	102	0
78317	75334	N	44	43	207	207	0
78317	1849	N	-174	-174	77	77	0
78317	75096	N	-5	-6	245	245	0
78317	4936	N	161	161	90	90	0
78317	50836	N	-188	-188	63	63	1
78317	5429	N	0	0	251	251	1
78317	80087	N	-32	-32	219	219	0
31769	85202	N	-135	-136	115	115	1
31769	34860	N	3	2	248	248	0
31769	80227	N	-147	-147	104	104	0
31769	79454	N	178	178	73	73	0
31769	82954	N	-190	-193	58	58	0
41823	100735	N	-13	-13	237	237	2
41823	75644	N	-1	0	250	250	0
41823	74145	N	46	46	204	204	1
41823	93684	N	-14	-13	237	237	0
41823	61021	N	145	146	105	105	0
8841	88270	N	-218	-219	32	32	0
8841	65625	N	-63	-63	188	188	0
8841	19441	N	-139	-139	112	112	0
8841	88771	N	197	196	54	54	1
8841	26497	N	121	121	130	130	2
61074	49291	N	147	148	103	103	1
61074	32037	N	29	29	221	221	4
61074	11568	N	121	115	129	129	2
61074	60409	N	30	31	220	220	4
61074	39913	N	-10	-9	241	241	1
61074	17658	N	-83	-83	167	167	1
61074	61813	N	-39	-39	211	211	3
61074	2151	N	29	30	221	221	4
66925	33497	N	-133	-133	117	117	2
66925	64996	N	-4	-5	245	245	0
66925	38833	N	131	130	119	119	0
66925	28170	N	-52	-51	199	199	0
66925	48352	N	-183	-182	68	68	1
98777	13377	N	-185	-184	65	65	0
98777	51175	N	-10	-10	239	239	2
11304	96280	N	-15	-15	235	235	0
11304	74238	N	-68	-72	178	178	2
11304	32647	N	37	37	213	213	1
11304	47987	N	226	227	24	24	0
11304	85125	N	-196	-196	54	54	0
11304	62649	N	-227	-226	24	24	0
11304	73802	N	-178	-178	72	72	0
11304	2281	N	-22	-22	228	228	1
11304	50976	N	-15	-15	235	235	0
11304	97050	N	-22	-22	228	228	4
11304	104144	N	-50	-49	201	201	4
11304	14098	N	-226	-225	25	25	0
11304	61270	N	-139	-139	111	111	2
11304	87614	N	-222	-221	29	29	0
11304	30580	N	-5	-4	246	246	3
11304	99498	N	77	75	173	173	2
11304	94026	N	-194	-193	57	57	0
11304	84882	N	-181	-180	70	70	1
11304	65353	N	-23	-23	227	227	4
11304	23643	N	-139	-138	112	112	2
11304	55291	N	177	178	73	73	0
73195	69833	N	-3	-4	247	247	0
73195	50555	N	13	13	238	238	2
73195	7466	N	148	148	103	103	0
73195	83582	N	-3	-4	247	247	4
73195	70104	N	-34	-34	217	217	4
59136	73605	N	0	0	251	251	5
59136	104275	N	116	112	135	135	1
59136	29779	N	0	0	251	251	5
59136	6892	N	121	117	130	130	2
59136	72082	N	-173	-173	78	78	1
59136	72494	N	-46	-48	203	203	4
59136	68961	N	202	202	49	49	0
59136	67365	N	114	114	137	137	1
94541	83425	N	-29	-29	222	222	0
94541	18168	N	73	72	178	178	0
94541	97544	N	-104	-105	146	146	0
94541	48525	N	-61	-61	190	190	0
32447	33497	N	106	105	145	145	2
32447	28503	N	-172	-172	79	79	0
32447	61453	N	-162	-162	89	89	0
32447	95165	N	227	225	24	24	0
32447	82658	N	-17	-17	234	234	1
32447	72619	N	136	136	115	115	0
32447	98893	N	-84	-84	167	167	1
32447	67595	N	-206	-206	45	45	0
103419	94619	N	-137	-138	113	113	1
103419	53933	N	-116	-118	133	133	2
103419	89414	N	-130	-130	121	121	1
103419	27843	N	-84	-84	167	167	2
103419	25406	N	-75	-78	173	173	2
103419	43609	N	-94	-94	157	157	2
103419	85949	N	-85	-86	165	165	1
103419	89732	N	-113	-114	137	137	0
103419	67785	N	-136	-137	114	114	0
103419	33793	N	0	0	251	251	0
103419	56635	N	-85	-86	165	165	3
103419	74263	N	-179	-181	70	70	0
103419	54932	N	-103	-103	148	148	2
103419	69849	N	34	32	217	217	2
58469	92375	N	42	39	208	208	3
58469	60730	N	7	7	243	243	3
58469	67507	N	-69	-68	182	182	3
58469	45058	N	36	37	214	214	3
58469	7749	N	148	149	102	102	1
58469	33410	N	-100	-100	150	150	0
82003	54561	N	151	151	100	100	1
82003	62750	N	-132	-132	119	119	2
82003	102380	N	-146	-146	105	105	2
82003	56635	N	160	159	91	91	0
70531	73062	N	-1	-1	250	250	1
70531	89644	N	74	74	177	177	1
70531	21141	N	35	35	216	216	3
70531	55804	N	-154	-154	97	97	0
70531	565	N	-88	-88	163	163	0
48664	16074	N	-152	-152	99	99	1
48664	106899	N	-194	-194	57	57	0
48664	89644	N	74	74	177	177	3
48664	32505	N	-194	-194	57	57	1
48664	63932	N	-88	-88	163	163	0
48664	82089	N	42	41	209	209	1
48664	37068	N	-25	-25	226	226	1
48664	6741	N	-126	-126	125	125	0
48664	100294	N	-26	-27	224	224	4
48664	89533	N	166	166	85	85	1
48664	80224	N	128	127	123	123	0
48664	66976	N	1	1	250	250	2
48664	43590	N	-15	-16	235	235	0
48664	26306	N	1	1	250	250	5
48664	67563	N	-231	-231	20	20	0
48664	2579	N	74	73	177	177	2
48664	82582	N	-24	-24	227	227	0
48664	68972	N	-16	-16	235	235	2
48664	7138	N	-194	-194	57	57	0
48664	67895	N	-32	-33	218	218	0
48664	50806	N	-160	-160	91	91	0
48664	3308	N	-164	-164	87	87	0
48664	24590	N	-185	-185	66	66	0
23115	67005	N	-78	-78	172	172	0
23115	106899	N	58	59	192	192	0
23115	6438	N	-211	-212	38	38	0
23115	14034	N	-9	-9	241	241	1
23115	63932	N	164	165	86	86	0
23115	61585	N	-211	-212	38	38	0
23115	6741	N	126	127	124	124	0
23115	78083	N	-229	-229	21	21	0
23115	79926	N	-68	-67	183	183	0
23115	70076	N	-210	-209	41	41	0
23115	78520	N	-66	-65	185	185	1
23115	67563	N	21	22	229	229	1
23115	82582	N	228	229	22	22	0
23115	9183	N	-142	-141	109	109	0
23115	67895	N	220	220	30	30	0
23115	58623	N	-20	-19	231	231	0
23115	50806	N	92	93	158	158	0
23115	3308	N	88	89	162	162	0
17162	84732	N	99	99	151	151	0
17162	41771	N	-176	-175	75	75	1
17162	1109	N	-108	-107	143	143	0
17162	9044	N	193	194	57	57	1
19876	93263	N	-125	-124	126	126	0
19876	27333	N	-124	-123	127	127	0
19876	25121	N	-113	-112	138	138	0
19876	1914	N	-66	-65	185	185	0
19876	82712	N	129	129	121	121	0
19876	104275	N	-116	-119	131	131	0
19876	31383	N	-155	-154	96	96	0
19876	1109	N	97	98	153	153	3
19876	6892	N	-111	-114	136	136	1
19876	71912	N	176	177	74	74	0
19876	6721	N	-159	-158	92	92	0
19876	68961	N	-30	-29	221	221	1
19876	67365	N	-118	-117	133	133	2
80150	56991	N	225	226	25	25	0
80150	30925	N	-145	-144	106	106	0
47918	52664	N	31	30	220	220	4
47918	20503	N	84	83	167	167	1
47918	66381	N	59	58	192	192	0
39362	104512	N	-71	-72	178	178	3
39362	49291	N	164	165	86	86	0
39362	32037	N	46	46	204	204	4
39362	94402	N	48	49	202	202	1
39362	11568	N	138	132	112	112	1
39362	60409	N	47	48	203	203	4
39362	8778	N	52	53	198	198	2
39362	41771	N	188	189	62	62	1
39362	25339	N	9	10	241	241	3
39362	2151	N	46	47	204	204	2
39362	93410	N	74	74	176	176	1
33871	103321	N	-199	-198	52	52	1
33871	93441	N	-78	-78	172	172	1
33871	47882	N	-62	-61	189	189	2
33871	95689	N	204	205	46	46	0
33871	41197	N	-40	-39	211	211	1
33871	100748	N	186	186	64	64	0
33871	41315	N	-118	-119	131	131	2
33871	58349	N	48	47	202	202	0
33871	77848	N	-87	-86	164	164	1
33871	11362	N	-78	-78	172	172	1
33871	38168	N	64	64	186	186	3
33871	78518	N	133	133	117	117	2
22059	90108	N	-22	-22	228	228	0
22059	67470	N	-230	-230	20	20	0
22059	105553	N	-9	-9	241	241	0
51338	40123	N	-176	-171	75	75	1
51338	76394	N	-229	-225	21	21	0
92218	67705	N	-163	-157	88	88	0
92218	70076	N	-231	-225	20	20	0
8472	82250	N	-106	-104	145	145	0
8472	78956	N	-79	-77	172	172	3
8472	20962	N	-164	-163	86	86	0
93980	51785	N	197	197	54	54	0
93980	96432	N	138	133	113	113	0
93980	21886	N	-117	-118	133	133	1
93980	50369	N	-86	-86	165	165	0
93980	37119	N	61	57	190	190	2
93980	67260	N	118	118	133	133	1
93980	73873	N	103	103	148	148	1
93980	93593	N	-101	-101	150	150	0
93980	19408	N	-52	-52	199	199	0
93980	103743	N	103	103	148	148	1
93980	21943	N	56	55	195	195	3
16074	89644	N	226	226	25	25	0
16074	32505	N	-42	-42	209	209	4
16074	38641	N	-168	-168	83	83	0
16074	63932	N	64	64	187	187	2
16074	82089	N	194	193	57	57	1
16074	37068	N	127	127	124	124	2
16074	1141	N	-94	-94	157	157	2
16074	6741	N	26	26	225	225	3
16074	43590	N	137	136	114	114	1
16074	2579	N	226	225	25	25	0
16074	82582	N	128	128	123	123	1
16074	68972	N	136	136	115	115	1
16074	67895	N	120	119	131	131	1
92449	54236	N	-201	-199	50	50	0
92449	8516	N	-82	-80	169	169	0
39320	103653	N	-33	-33	218	218	1
39320	92027	N	-78	-78	173	173	0
39320	70304	N	-67	-67	184	184	0
39320	17115	N	228	227	23	23	0
39320	5749	N	37	36	214	214	0
39320	94056	N	-176	-176	75	75	0
39320	98478	N	-163	-167	84	84	0
39320	64087	N	-214	-214	37	37	0
39320	68458	N	-86	-89	162	162	3
39320	104374	N	-21	-21	230	230	3
39320	1310	N	17	17	234	234	3
39320	77254	N	30	30	221	221	1
96280	74238	N	-53	-57	193	193	2
96280	32647	N	52	52	198	198	1
96280	85125	N	-181	-181	69	69	0
96280	17149	N	-220	-219	31	31	0
96280	62649	N	-212	-211	39	39	0
96280	73802	N	-163	-163	87	87	0
96280	2281	N	-7	-7	243	243	1
96280	50976	N	0	0	250	250	0
96280	97050	N	-7	-7	243	243	4
96280	104144	N	-35	-34	216	216	4
96280	14098	N	-211	-210	40	40	0
96280	61270	N	-124	-124	126	126	2
96280	87614	N	-207	-206	44	44	0
96280	30580	N	10	11	240	240	3
96280	99498	N	92	90	158	158	2
96280	94026	N	-179	-178	72	72	1
96280	69258	N	-229	-229	21	21	0
96280	84882	N	-166	-165	85	85	1
96280	17835	N	-217	-216	34	34	0
96280	65353	N	-8	-8	242	242	4
96280	23643	N	-124	-123	127	127	2
96280	93895	N	-99	-98	152	152	3
96280	55291	N	192	193	58	58	0
51785	91628	N	69	69	182	182	1
51785	1849	N	44	44	207	207	1
51785	75096	N	213	212	38	38	0
51785	96432	N	-59	-64	187	187	1
51785	37119	N	-136	-140	111	111	1
51785	77577	N	-197	-197	54	54	1
51785	73873	N	-94	-94	157	157	1
51785	3254	N	-215	-215	36	36	0
51785	103743	N	-94	-94	157	157	3
51785	53284	N	186	186	65	65	0
51785	21943	N	-141	-142	109	109	1
24098	85202	N	230	229	21	21	0
24098	48827	N	220	219	31	31	0
24098	14177	N	-164	-164	87	87	0
24098	80227	N	219	219	32	32	0
24098	78532	N	-85	-85	166	166	0
24098	17878	N	-119	-121	130	130	1
24098	76402	N	-62	-62	189	189	2
73062	89644	N	75	75	176	176	0
73062	82089	N	43	42	208	208	4
73062	21141	N	36	36	215	215	2
73062	89533	N	167	167	84	84	1
73062	80224	N	129	128	122	122	2
73062	55804	N	-153	-153	98	98	0
73062	565	N	-87	-87	164	164	0
73062	2579	N	75	74	176	176	3
98252	89644	N	231	231	20	20	0
98252	82089	N	199	198	52	52	1
98252	63893	N	71	70	180	180	0
98252	97691	N	142	141	109	109	1
98252	2579	N	231	230	20	20	0
98252	8834	N	132	132	119	119	0
98252	18606	N	-101	-102	149	149	2
98252	90208	N	123	123	128	128	0
98252	72666	N	0	0	251	251	2
98252	58074	N	144	144	107	107	0
98252	44796	N	34	34	217	217	0
3736	74238	N	-32	-37	214	214	4
3736	97343	N	-14	-14	237	237	1
3736	17149	N	-199	-199	52	52	1
3736	62649	N	-191	-191	60	60	1
3736	97050	N	14	13	237	237	4
3736	14098	N	-190	-190	61	61	1
3736	61270	N	-103	-104	147	147	1
3736	87614	N	-186	-186	65	65	1
3736	30580	N	31	31	220	220	3
3736	38506	N	-95	-96	155	155	2
3736	41334	N	-130	-131	120	120	1
3736	61634	N	47	47	204	204	1
3736	84882	N	-145	-145	106	106	2
3736	96742	N	36	34	215	215	3
3736	93895	N	-78	-78	173	173	1
19575	23782	N	-153	-154	97	97	0
19575	95803	N	-97	-99	152	152	1
19575	20468	N	-79	-85	166	166	1
19575	43755	N	130	130	121	121	1
19575	91106	N	-31	-33	218	218	1
73322	9414	N	-127	-127	124	124	2
73322	70919	N	70	70	181	181	2
73322	96446	N	-28	-28	223	223	1
73322	13492	N	-135	-135	116	116	2
73322	49523	N	69	67	182	182	0
92375	33150	N	-155	-152	95	95	1
92375	102717	N	-107	-103	144	144	1
92375	33410	N	-142	-139	108	108	2
92375	21017	N	-113	-109	138	138	0
74238	32647	N	105	109	141	141	2
74238	62649	N	-159	-154	92	92	0
74238	39475	N	-231	-226	20	20	0
74238	2281	N	46	50	200	200	3
74238	50976	N	53	57	193	193	2
74238	97050	N	46	50	200	200	2
74238	65389	N	191	196	55	55	0
74238	56106	N	-62	-58	188	188	1
74238	61270	N	-71	-67	179	179	2
74238	30580	N	63	68	183	183	2
74238	99498	N	145	147	101	101	0
74238	84882	N	-113	-108	138	138	0
74238	96742	N	68	71	178	178	2
74238	65353	N	45	49	201	201	0
74238	106806	N	46	50	200	200	1
32647	73802	N	-215	-215	35	35	0
32647	2281	N	-59	-59	191	191	0
32647	50976	N	-52	-52	198	198	1
32647	30580	N	-42	-41	209	209	4
32647	99498	N	40	38	210	210	3
32647	94026	N	-231	-230	20	20	0
32647	55291	N	140	141	110	110	1
25000	84732	N	-110	-110	140	140	1
25000	11604	N	-123	-123	127	127	0
25000	63223	N	-33	-32	218	218	0
25000	23551	N	-166	-165	85	85	0
68107	35325	N	-16	-15	235	235	1
68107	69385	N	-60	-61	189	189	1
27138	70950	N	22	22	229	229	1
27138	1867	N	-139	-139	112	112	1
27138	28503	N	83	83	168	168	0
27138	87366	N	-178	-178	73	73	0
27138	14486	N	-142	-143	108	108	1
27138	47647	N	-21	-21	230	230	0
27138	61453	N	93	93	158	158	0
27138	30737	N	-185	-185	66	66	0
27138	3094	N	-185	-185	66	66	0
27138	98893	N	171	171	80	80	0
27138	67595	N	49	49	202	202	1
27138	18461	N	-142	-143	108	108	0
27138	22158	N	-65	-66	185	185	3
27138	61219	N	-145	-145	106	106	0
27138	39927	N	-138	-139	112	112	0
27138	49036	N	-65	-66	185	185	0
79213	20933	N	9	10	241	241	1
79213	8864	N	177	177	73	73	0
79213	37119	N	178	175	72	72	1
79213	61736	N	21	17	229	229	0
79213	83032	N	117	118	133	133	1
79213	21652	N	-45	-45	205	205	3
79213	68838	N	0	0	250	250	1
31219	57962	N	-175	-175	76	76	0
31219	5423	N	-34	-36	215	215	2
31219	97472	N	-68	-69	182	182	1
31219	35584	N	-99	-99	152	152	1
91628	28022	N	201	201	50	50	0
91628	75334	N	193	192	58	58	0
91628	1849	N	-25	-25	226	226	0
91628	75096	N	144	143	107	107	0
91628	69826	N	220	220	31	31	0
91628	96432	N	-128	-133	118	118	0
91628	50836	N	-39	-39	212	212	3
91628	37119	N	-205	-209	42	42	0
91628	73873	N	-163	-163	88	88	0
91628	10551	N	119	119	132	132	2
91628	5429	N	149	149	102	102	1
91628	60734	N	212	212	39	39	0
91628	80087	N	117	117	134	134	2
91628	103743	N	-163	-163	88	88	0
91628	53284	N	117	117	134	134	1
91628	21943	N	-210	-211	40	40	0
76564	28584	N	-174	-174	77	77	1
76564	19558	N	-225	-226	25	25	0
76564	79454	N	14	14	237	237	0
47987	56658	N	76	75	175	175	3
47987	92027	N	223	223	28	28	0
47987	70407	N	193	193	58	58	1
47987	30580	N	-231	-231	20	20	0
47987	61634	N	-215	-215	36	36	0
47987	1050	N	223	223	28	28	0
47987	55291	N	-49	-49	202	202	1
63214	83453	N	77	76	174	174	3
63214	92678	N	6	6	245	245	2
63214	28361	N	189	189	62	62	0
63214	7209	N	-75	-76	175	175	2
63214	45365	N	-73	-73	178	178	2
63214	69842	N	-73	-73	178	178	3
63214	76040	N	-75	-76	175	175	2
63214	32665	N	-145	-145	106	106	2
63214	11899	N	197	196	54	54	0
63214	3643	N	193	193	58	58	0
63214	25923	N	-73	-73	178	178	2
63214	86421	N	-60	-60	191	191	2
63214	104374	N	-111	-111	140	140	1
63214	39083	N	23	23	228	228	1
63214	8170	N	211	211	40	40	0
103321	64608	N	146	146	105	105	0
103321	72803	N	88	87	163	163	2
103321	6241	N	-26	-27	224	224	0
103321	85503	N	-146	-148	103	103	0
78746	102716	N	23	23	228	228	1
78746	63932	N	181	181	70	70	1
78746	70919	N	-193	-193	58	58	0
78746	40806	N	114	114	137	137	1
94619	53933	N	21	20	229	229	1
94619	89414	N	7	8	243	243	3
94619	25406	N	62	60	188	188	3
94619	60653	N	137	136	113	113	2
94619	85949	N	52	52	198	198	0
94619	89732	N	24	24	226	226	2
94619	67785	N	1	1	249	249	3
94619	33793	N	137	138	113	113	1
94619	74263	N	-42	-43	207	207	3
94619	69849	N	171	170	79	79	0
45864	1867	N	199	200	51	51	1
45864	79378	N	-56	-55	195	195	0
45864	61219	N	193	194	57	57	0
45864	39927	N	200	200	50	50	1
104512	32037	N	117	118	132	132	1
104512	1914	N	164	166	85	85	1
104512	60409	N	118	120	131	131	1
104512	25339	N	80	82	169	169	0
104512	2584	N	78	80	171	171	3
76560	62311	N	-69	-70	181	181	2
56658	31323	N	140	137	110	110	0
56658	8421	N	89	88	161	161	1
56658	1050	N	147	148	103	103	2
56658	55291	N	-125	-124	126	126	2
56991	28584	N	95	95	156	156	0
56991	85835	N	138	137	113	113	0
56991	19558	N	44	43	207	207	0
56991	89334	N	228	228	23	23	0
43290	54370	N	-138	-135	112	112	1
43290	84546	N	-61	-57	190	190	0
43290	43219	N	72	76	175	175	0
102716	70919	N	-216	-216	35	35	0
102716	97691	N	231	230	20	20	0
102716	40806	N	91	91	160	160	0
102716	49523	N	-217	-219	32	32	0
33497	72619	N	30	31	220	220	0
47058	78129	N	-127	-127	124	124	0
47058	51175	N	-208	-210	41	41	0
47058	78177	N	19	19	232	232	0
47058	36793	N	139	139	112	112	0
58149	75980	N	-60	-59	191	191	0
58149	40123	N	69	70	181	181	0
58149	26711	N	-212	-212	38	38	0
58149	76394	N	16	16	234	234	1
58149	18168	N	-224	-224	26	26	0
81724	104167	N	-115	-114	135	135	0
81724	78501	N	61	61	188	188	3
81724	67470	N	-154	-153	96	96	0
67005	106899	N	136	137	114	114	0
67005	6438	N	-133	-134	116	116	0
67005	14034	N	69	69	181	181	0
67005	6741	N	204	205	46	46	0
67005	78083	N	-151	-151	99	99	0
67005	79926	N	10	11	240	240	2
67005	70076	N	-132	-131	119	119	1
67005	78520	N	12	13	238	238	1
67005	67563	N	99	100	151	151	1
67005	9183	N	-64	-63	187	187	0
67005	58623	N	58	59	192	192	0
67005	50806	N	170	171	80	80	0
67005	3308	N	166	167	84	84	0
46335	72539	N	63	63	188	188	3
46335	85862	N	177	177	74	74	1
46335	106643	N	-112	-114	137	137	1
46335	27581	N	-10	-11	240	240	4
83453	92678	N	-71	-70	180	180	3
83453	7209	N	-152	-152	98	98	0
83453	17115	N	61	61	189	189	0
83453	45365	N	-150	-149	101	101	0
83453	69842	N	-150	-149	101	101	1
83453	76040	N	-152	-152	98	98	0
83453	32665	N	-222	-221	29	29	0
83453	25923	N	-150	-149	101	101	0
83453	46333	N	134	135	116	116	0
83453	86421	N	-137	-136	114	114	0
83453	104374	N	-188	-187	63	63	1
83453	39083	N	-54	-53	197	197	3
54236	23827	N	-33	-37	214	214	0
54236	106983	N	-155	-156	95	95	0
54236	7127	N	-53	-55	196	196	1
54236	8516	N	119	119	132	132	1
57962	5423	N	141	139	110	110	0
57962	97472	N	107	106	144	144	0
57962	35584	N	76	76	175	175	0
106899	14034	N	-67	-68	183	183	1
106899	63932	N	106	106	145	145	0
106899	37068	N	169	169	82	82	1
106899	6741	N	68	68	183	183	0
106899	21141	N	229	229	22	22	0
106899	79926	N	-126	-126	125	125	0
106899	43590	N	179	178	72	72	0
106899	78520	N	-124	-124	127	127	1
106899	26306	N	195	195	56	56	0
106899	67563	N	-37	-37	214	214	0
106899	82582	N	170	170	81	81	0
106899	9183	N	-200	-200	51	51	0
106899	68972	N	178	178	73	73	0
106899	67895	N	162	161	89	89	0
106899	58623	N	-78	-78	173	173	0
106899	50806	N	34	34	217	217	0
106899	3308	N	30	30	221	221	0
106899	24590	N	9	9	242	242	4
106899	87720	N	220	220	31	31	0
90908	81853	N	54	54	197	197	1
7640	19093	N	-78	-78	173	173	3
7640	88771	N	-189	-190	61	61	1
97343	17149	N	-185	-185	66	66	0
97343	97050	N	28	27	223	223	3
97343	14098	N	-176	-176	75	75	0
97343	87614	N	-172	-172	79	79	0
97343	30580	N	45	45	206	206	2
97343	99498	N	127	124	124	124	2
97343	38506	N	-81	-82	169	169	1
97343	41334	N	-116	-117	134	134	0
97343	61634	N	61	61	190	190	1
97343	96742	N	50	48	201	201	2
97343	65353	N	27	26	224	224	4
97343	74397	N	0	0	251	251	5
97343	93895	N	-64	-64	187	187	0
97343	83670	N	0	0	251	251	5
70950	28503	N	61	61	190	190	0
70950	87366	N	-200	-200	51	51	1
70950	77358	N	210	210	41	41	0
70950	47647	N	-43	-43	208	208	1
70950	88271	N	210	210	41	41	0
70950	61453	N	71	71	180	180	0
70950	82658	N	216	216	35	35	0
70950	98893	N	149	149	102	102	0
70950	67595	N	27	27	224	224	1
70950	18461	N	-164	-165	86	86	1
70950	31329	N	221	221	30	30	0
70950	61219	N	-167	-167	84	84	1
70950	39927	N	-160	-161	90	90	1
70950	49036	N	-87	-88	163	163	1
100871	90480	N	160	163	88	88	0
100871	55612	N	163	166	85	85	0
104167	11887	N	69	69	181	181	2
104167	78501	N	176	175	74	74	0
104167	67470	N	-39	-39	211	211	2
14528	46745	N	125	123	126	126	1
14528	86443	N	66	66	185	185	0
14528	28786	N	-223	-224	27	27	0
14528	31214	N	-138	-139	112	112	2
14528	50177	N	148	148	103	103	1
14528	96906	N	-28	-28	223	223	0
61622	92678	N	138	138	113	113	2
61622	70407	N	-66	-66	185	185	3
61622	69842	N	59	59	192	192	2
61622	32665	N	-13	-13	238	238	3
61622	94056	N	-134	-134	117	117	2
61622	98478	N	-121	-125	126	126	2
61622	54651	N	-209	-209	42	42	0
61622	1050	N	-36	-36	215	215	0
61622	64087	N	-172	-172	79	79	1
61622	81144	N	-60	-61	190	190	3
61622	68458	N	-44	-47	204	204	3
61622	86421	N	72	72	179	179	2
61622	104374	N	21	21	230	230	3
61622	39083	N	155	155	96	96	1
92678	28361	N	183	183	68	68	0
92678	31323	N	-181	-185	66	66	0
92678	7209	N	-81	-82	169	169	1
92678	45365	N	-79	-79	172	172	1
92678	69842	N	-79	-79	172	172	2
92678	92498	N	-227	-227	24	24	0
92678	76040	N	-81	-82	169	169	1
92678	32665	N	-151	-151	100	100	1
92678	11899	N	191	190	60	60	0
92678	3643	N	187	187	64	64	0
92678	25923	N	-79	-79	172	172	1
92678	81144	N	-198	-199	52	52	1
92678	86421	N	-66	-66	185	185	1
92678	39083	N	17	17	234	234	0
92678	8170	N	205	205	46	46	0
85125	50976	N	181	181	69	69	0
85125	75731	N	-41	-50	200	200	0
85125	97050	N	174	174	76	76	1
85125	30580	N	191	192	59	59	0
85125	61634	N	207	208	43	43	0
85125	69258	N	-48	-48	202	202	0
85125	96742	N	196	195	54	54	0
85125	37695	N	151	152	99	99	0
85125	23643	N	57	58	193	193	0
85125	74397	N	146	147	104	104	2
85125	83670	N	146	147	104	104	2
71780	13377	N	171	170	80	80	0
71780	66634	N	-197	-198	53	53	1
71780	51937	N	121	120	130	130	2
71780	23181	N	158	156	93	93	1
71780	59542	N	92	92	159	159	1
71780	76029	N	21	17	230	230	1
64996	38833	N	135	135	114	114	0
64996	28170	N	-48	-46	203	203	0
64996	48352	N	-179	-177	72	72	1
7698	77414	N	-186	-185	65	65	0
7698	20260	N	-45	-44	206	206	0
7698	2088	N	-110	-109	141	141	0
7698	18865	N	-186	-185	65	65	0
103653	92027	N	-45	-45	206	206	0
103653	70304	N	-34	-34	217	217	1
